Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
36,0,0.09347,0.082,0.072,,,,,,0,32,3,,1,1,740,759,33366,,,28,2,0,3,8,4,,7,1,,,,,,,,0.01,6,4639.666667,,,,,,,,,0,,85,7372,1500,39126,1,2007,47.14,1515.34,1500,15.34,-1,0,0,0,0,1,0,0,0,83
36,0,0.16653,0.1449,0.1349,0.1326,0.0595,0.0731,5,9,7,19,1,27,0,0,700,719,38253,12,11,23,9,378,1,4,0,0,0,0,0,15063,0.38,22813,23,0.95,0,0.16,4,5833.333333,,,,,,,,,0,,37,47155,5000,40590,1,2011,172.08,6192.22,5000,1192.22,-82.29,0,0,0,0,1,0,0,0,114
36,0,0.37453,0.35,0.34,,,,,,5,41,2,3,0,0,580,599,37546,6,6,13,3,97,3,6,1,0,1,0,0,5997,0.55,4951,8,0.54,1,0.13,3,2933.333333,,,,,,,,,0,,65,37400,1000,39724,4,2008,0,1617.89,994.16,623.73,-12.84,-135.93,0,0,0,1,0,0,0,16
36,0,0.13875,0.1246,0.1146,,,,,,7,0,2,44,0,0,720,739,37061,10,8,20,8,94,0,6,1,4348,10,1,0,927,0.13,474,15,0.86,0,0.16,1,1000,,,,,,,,,0,,66,37123,1600,39717,3,2008,53.5,1804.85,1600,204.85,-16.44,0,0,0,0,1,0,0,0,19
60,2,0.21166,0.1875,0.1775,0.16463,0.0824,0.08223,4,4,1,19,1,6,0,0,680,699,34369,12,12,35,9,209,4,41,0,0,12,1,0,3877,0.39,3805,32,0.75,0,0.3,2,10416.66667,,,,,,,,,0,,3,123988,10500,41634,4,2013,270.93,541.86,209.09,332.77,-17.75,0,0,0,0,1,0,0,0,1
36,1,0.14558,0.1385,0.1285,,,,,,0,0,2,12,0,1,640,659,37417,23,17,32,12,162,10,29,0,0,0,0,0,3988,0.24,12304,27,1,5,0.1,2,11250,,,,,,,,,315,39,83,13474,16000,39198,2,2007,450.26,18062.72,14150.29,3912.43,-259.62,-602.22,1331.45,518.26,102.78,1,0,0,0,267
36,0,0.10759,0.0937,0.0837,,,,,,4,31,2,56,0,0,700,719,33140,3,0,22,1,0,0,1,0,0,0,0,0,0,0,0,21,0.85,0,0.09,3,2250,,,,,,,,,0,,70,30981,2000,39581,2,2008,63.94,2148.24,2000,148.24,-15.82,0,0,0,0,1,0,0,0,73
60,2,0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6,8,1,37,1,361,1,0,820,839,30273,11,11,24,7,351,0,0,0,0,0,0,0,11013,0.27,17818,22,1,0,0.34,4,4830.333333,,,,,,,,,0,,21,68337,15000,41085,2,2012,360.88,7217.6,3774.61,3442.99,-221.98,0,0,0,0,1,0,0,0,251
36,0,0.20053,0.1639,0.1539,0.1452,0.0574,0.0878,5,5,7,1,8,95,0,0,700,719,37077,7,5,28,3,92,3,13,0,0,0,0,0,2683,0.15,14217,28,1,0,,1,1666.666667,1,4,4,0,0,15000,0,-51,0,,10,91270,4000,41416,2,2013,141.4,4023.42,4000,23.42,-1.42,0,0,0,0,1,0,0,0,40
36,0,0.13814,0.124,0.114,,,,,,7,2,2,142,0,0,740,759,35023,10,7,15,7,273,0,1,0,0,0,0,0,11777,0.36,8157,15,1,0,0.23,3,3333.333333,,,,,,,,,0,,74,25492,8000,39463,1,2008,267.25,9621.44,8000,1621.44,-130.76,0,0,0,0,1,0,0,0,207
36,1,0.38468,0.36,0.34,,,,,,4,11,2,90,0,0,580,599,38520,11,11,11,8,210,1,4,0,0,0,0,0,8137,0.82,1092,11,0.9,1,0.33,3,3916.666667,,,,,,,,,166,5,71,30414,2000,39568,2,2008,91.61,0,0,0,0,0,2000,2000,0,1,0,0,0,9
60,2,0.21989,0.2005,0.1905,0.1871,0.052,0.1351,5,6,3,17,6,122,0,1,660,679,29114,15,13,20,11,485,0,1,0,0,0,1,0,11382,0.64,6055,19,0.94,1,0.71,1,1416.666667,2,52,52,0,0,7201,734.54,37,0,,27,57523,5000,40893,4,2011,132.61,3447.86,1575.76,1872.1,-93.37,0,0,0,0,1,0,0,0,58
36,2,0.15833,0.1299,0.1199,0.1148,0.0399,0.0749,6,6,1,1,1,396,1,0,760,779,30011,15,14,36,9,770,1,2,0,0,0,0,0,50710,0.68,22880,34,1,0,0.26,2,10833.33333,1,9,9,0,0,10500,9213.41,-41,0,,7,98469,8500,41500,3,2013,286.36,1715.1349,1195.93,519.2049,-40.2,0,0,0,0,1,0,0,0,1
36,2,0.22712,0.1899,0.1799,0.1679,0.0724,0.0955,4,3,1,0,1,198,1,0,700,719,35032,11,11,19,9,278,1,5,0,0,0,0,0,7953,0.56,5167,17,0.94,2,0.36,3,3083.333333,,,,,,,,,0,,6,101162,5000,41527,3,2013,183.25,913.6486,535.2,378.4486,-20.07,0,0,0,0,1,0,0,0,1
60,2,0.2004,0.1765,0.1665,0.15512,0.0749,0.08022,4,6,1,0,1,13,1,0,740,759,38638,17,16,31,10,469,1,3,0,0,0,0,0,15612,0.33,29640,25,1,0,0.51,4,4166.666667,,,,,,,,,0,,2,126589,15000,41653,1,2014,378.05,378.05,153.19,224.86,-12.74,0,0,0,0,1,0,0,0,1
36,1,0.15186,0.1376,0.1276,,,,,,3,3,2,193,1,0,720,739,27334,12,10,34,6,1691,2,4,0,0,0,0,0,56728,0.81,12872,31,0.9,2,,2,10000,,,,,,,,,383,9,68,34824,6000,39659,3,2008,204.37,613.11,409.64,203.47,-14.79,0,5590.36,5590.36,0,1,0,0,0,169
36,0,0.39153,0.35,0.34,0.1773,0.147,0.1773,2,7,5,52,2,1,0,0,600,619,35704,8,6,35,5,93,1,16,0,0,0,0,0,2862,0.99,16,8,1,0,,1,1250,1,9,9,0,0,1000,0,96,0,,55,38178,1000,40037,3,2009,45.24,1587.17,1000,587.17,-16.77,0,0,0,0,1,0,0,0,13
60,2,0.23318,0.2085,0.1985,0.18316,0.0925,0.09066,3,2,15,45,8,17,0,0,720,739,35300,7,6,29,5,149,3,4,0,0,0,0,0,3112,0.05,13929,28,1,0,,3,3750,,,,,,,,,0,,5,106797,10000,41570,4,2013,269.69,1078.76,386.26,692.5,-33.21,0,0,0,0,1,0,0,0,132
36,2,0.27776,0.2394,0.2294,0.20961,0.1175,0.09211,3,3,1,0,5,54,0,0,660,679,34291,9,7,27,6,317,1,4,2,410,23,0,0,6385,0.96,108,24,0.95,1,0.33,3,3500,,,,,,,,,0,,3,124208,10000,41639,4,2013,392.01,784.02,400.51,383.51,-16.02,0,0,0,0,1,0,0,0,1
36,2,0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6,9,2,0,1,83,1,0,700,719,32980,11,11,51,7,1658,0,4,0,0,0,0,0,65024,0.84,9431,45,1,1,0.06,2,48204.91667,1,16,16,0,0,8000,6542.75,23,0,,17,76774,10000,41207,4,2012,321.45,5143.2,4085.39,1057.81,-108.59,0,0,0,0,1,0,0,0,138
36,0,0.08684,0.08,0.075,,,,,,0,16,9,,1,1,780,799,35623,,,20,13,75,0,10,0,,0,0,,,,,,,,0.04,6,8625,,,,,,,,,0,,92,1944,2500,38916,3,2006,78.34,2743.63,2500,243.63,-15.24,0,0,0,0,1,0,0,0,30
36,2,0.14853,0.1199,0.1099,0.10516,0.0399,0.06526,6,5,7,0,1,30,0,0,660,679,34282,5,5,24,4,184,0,5,0,0,0,0,0,7056,0.91,644,14,0.92,0,0.21,1,2000,,,,,,,,,0,,0,133995,4000,41701,1,2014,132.84,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.17192,0.1359,0.1259,0.1238,0.0424,0.0814,5,8,1,12,1,5,1,0,740,759,36941,21,21,45,16,1896,0,3,0,0,0,0,0,50790,0.48,46093,42,1,0,0.64,5,7083.333333,,,,,,,,,0,,18,74185,15000,41164,3,2012,509.68,8664.56,6328.99,2335.57,-171.87,0,0,0,0,1,0,0,0,122
36,1,0.16196,0.155,0.145,,,,,,1,2,2,5,0,0,620,639,38540,7,6,8,5,161,1,10,0,0,0,0,0,7870,0.49,7923,8,1,1,0.28,1,2000,1,13,13,0,0,3400,2383.43,0,1219,22,72,29070,7700,39538,1,2008,268.81,4524.77,3103.83,1420.94,-89.74,-993.38,4596.17,4021.54,2431.97,1,0,0,0,165
36,2,0.09333,0.0799,0.0699,0.0684,0.0174,0.051,7,8,1,40,1,190,1,0,740,759,32920,18,12,27,10,574,0,4,0,0,0,0,0,20831,0.36,32257,26,1,0,0.37,4,4166.666667,,,,,,,,,0,,9,93996,15000,41453,2,2013,469.98,3759.84,3025.91,733.93,-91.85,0,0,0,0,1,0,0,0,225
36,0,0.15713,0.15,0.14,,,,,,0,1,2,55,0,0,640,659,36142,8,8,20,6,296,2,2,0,0,4,1,0,8749,0.63,4963,18,0.72,0,0.17,4,4433.333333,,,,,,,,,0,,79,18377,10000,39322,3,2007,346.65,11960.52,10000,1960.52,-130.7,0,0,0,0,1,0,0,0,324
36,2,0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5,6,1,19,1,39,0,0,700,719,36258,15,14,51,13,409,1,1,0,0,0,0,0,5771,0.34,9855,45,0.93,1,0.35,4,6000,,,,,,,,,0,,2,127941,10000,41662,1,2014,335.69,335.69,227.49,108.2,-8.49,0,0,0,0,1,0,0,0,1
36,0,0.11395,0.107,0.102,,,,,,0,16,9,,1,0,700,719,34523,,,37,4,222,1,14,0,,0,0,,,,,,,,0.32,6,4583.333333,,,,,,,,,0,,86,6913,6000,39111,1,2007,195.58,6710.68,6000,710.68,-33.21,0,0,0,0,1,0,0,0,111
36,0,0.23383,0.1999,0.1899,0.1855,0.087,0.0985,4,9,6,2,1,108,0,0,640,659,35727,4,4,10,3,43,0,1,0,0,7,0,0,618,0.38,982,10,0.7,1,0.11,3,2666.666667,,,,,,,,,0,,37,47278,6277,40597,1,2011,233.24,6945.89,6277,668.89,-30.79,0,0,0,0,1,0,0,0,131
36,2,0.22875,0.1915,0.1815,0.16862,0.0799,0.08872,4,4,1,0,1,134,0,0,660,679,30426,10,10,13,10,641,2,4,0,0,0,0,0,30538,0.73,11037,12,1,1,0.22,5,6250,,,,,,,,,0,,4,109861,20000,41584,4,2013,734.64,2193.4268,1258.98,934.4468,-49.35,0,0,0,0,1,0,0,0,1
36,0,0.13814,0.124,0.114,,,,,,4,10,2,66,0,0,680,699,34586,6,5,18,3,45,1,8,0,0,0,0,0,1929,0.33,3771,17,1,1,0.34,3,3916.666667,3,13,13,0,0,15998,4039.49,0,0,,72,28346,9998,39518,1,2008,333.99,10855.64,9998,857.64,-69.16,0,0,0,0,1,0,0,0,306
36,2,0.24246,0.2049,0.1949,0.1904,0.089,0.1014,4,7,7,5,1,145,0,0,680,699,34898,4,4,10,3,226,0,3,0,0,0,0,0,11713,0.93,787,10,1,0,,3,2666.666667,,,,,,,,,0,,25,60365,2000,40949,1,2012,74.83,1901.92,1354.8,547.12,-26.7,0,0,0,0,1,0,0,0,37
36,0,0.24758,0.2099,0.1999,0.1852,0.0849,0.1003,4,7,7,31,1,76,1,0,680,699,35521,13,13,84,7,380,0,2,0,0,0,2,0,7299,0.67,1999,22,1,0,0.3,4,5938.083333,,,,,,,,,0,,15,79554,4073,41271,4,2012,153.43,4878.64,4073,805.64,-38.37,0,0,0,0,0.8146,0,0,0,61
36,2,0.11563,0.0879,0.0779,0.07582,0.0224,0.05342,6,8,1,0,1,133,1,0,700,719,37747,8,8,16,7,183,0,1,0,0,4,0,0,14865,0.65,7562,14,1,1,0.17,3,3000,,,,,,,,,0,,2,126763,10000,41653,1,2014,317.02,317.02,242.37,74.65,-8.49,0,0,0,0,1,0,0,0,160
36,3,0.21237,0.205,0.195,,,,,,0,14,3,,0,1,660,679,34164,,,25,1,0,2,4,5,,2,0,,,,,,,,0.18,6,4594.75,,,,,,,,,2390,14,89,4143,10200,39014,4,2006,381.67,3389.23,1957.33,1431.9,-35.79,0,8242.67,8242.67,0,1,0,0,0,129
36,3,0.35372,0.3295,0.3195,,,,,,3,3,8,51,0,0,660,679,34012,2,2,11,2,26,1,1,3,154,11,0,0,1265,0.84,235,6,0.83,1,,0,0,,,,,,,,,1136,37,70,31883,5500,39597,2,2008,242.46,7666.34,4663.37,3002.97,-90.68,0,836.65,836.63,0,1,0,0,0,74
36,2,0.22773,0.1905,0.1805,0.16717,0.0849,0.08227,4,3,1,31,1,123,1,0,660,679,36136,12,10,42,7,269,2,3,0,0,0,1,0,7662,0.91,421,41,0.87,1,0.28,4,4333.333333,,,,,,,,,0,,2,123744,7662,41641,1,2014,281.05,558.1011,328.46,229.6411,-12.27,0,0,0,0,1,0,0,0,1
36,2,0.16678,0.1305,0.1205,0.11455,0.0474,0.06715,5,5,1,3,1,96,1,0,720,739,32096,18,18,36,14,1267,1,3,0,0,0,0,0,61994,0.81,6299,35,1,0,0.32,2,9583.333333,,,,,,,,,0,,1,133809,15000,41698,1,2014,505.77,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.09837,0.0849,0.0749,0.0731,0.0199,0.0532,7,10,1,10,1,5,1,0,720,739,36770,7,7,22,4,134,0,6,0,0,0,0,0,2572,0.31,5629,21,0.9,0,0.18,4,5200,2,33,33,0,0,11500,3123.12,19,0,,10,89693,10000,41400,2,2013,315.63,2840.67,2262.55,578.12,-68.1,0,0,0,0,1,0,0,0,172
36,0,0.14974,0.1355,0.1255,,,,,,4,0,2,0,1,0,680,699,30195,7,5,23,6,207,0,0,0,0,1,0,0,6110,0.81,1910,15,0.66,0,0.17,3,2500,,,,,,,,,0,,69,33234,5000,39623,2,2008,169.8,6113.5,5000,1113.5,-82.18,0,0,0,0,1,0,0,0,112
36,2,0.14348,0.1153,0.1053,0.1015,0.0324,0.0691,6,10,1,1,1,330,1,0,660,679,34151,27,24,55,20,846,1,14,0,0,0,0,0,27454,0.69,8598,55,0.98,0,0.26,5,7791.666667,4,124,124,0,0,22000,4208.92,-7,0,,13,85522,6000,41325,1,2013,197.94,2375.28,1774.36,600.92,-51.94,0,0,0,0,1,0,0,0,78
60,2,0.16304,0.14,0.13,0.12334,0.0499,0.07344,5,7,1,0,1,38,1,0,680,699,32203,9,7,27,6,219,0,0,1,25,0,2,0,7013,0.78,1701,23,0.95,2,0.08,3,3750,,,,,,,,,0,,3,123486,4000,41639,4,2013,93.07,186.14,96.11,90.03,-6.43,0,0,0,0,1,0,0,0,2
60,0,0.26877,0.2432,0.2332,0.2148,0.0975,0.1173,3,6,1,0,1,70,1,0,660,679,38790,9,9,14,6,419,0,7,0,0,0,0,0,16266,0.95,656,11,1,0,0.23,4,5666.666667,,,,,,,,,0,,12,85844,15000,41334,1,2013,434.31,16121.22,14999.99,1121.23,-45.22,-34.74,0,0,0,1,0,0,0,115
36,0,0.30532,0.2699,0.2599,0.2534,0.108,0.1454,3,6,1,10,1,11,0,0,680,699,33868,14,9,38,10,314,0,1,0,0,0,0,0,7002,0.81,1568,36,1,2,0.35,4,4291.666667,,,,,,,,,0,,38,46768,2000,40569,1,2011,81.64,2074.9,2000,74.9,-2.78,0,0,0,0,1,0,0,0,29
36,2,0.2046,0.1675,0.1575,0.14695,0.0724,0.07455,4,6,1,1,1,25,0,0,640,659,35718,9,9,16,4,256,1,8,0,0,0,0,0,9966,1.02,73,12,0.91,0,0.06,2,18333.33333,1,23,23,0,0,4000,1866.86,,0,,0,135378,9000,41709,1,2014,319.76,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.33246,0.2924,0.2824,0.25681,0.1525,0.10431,1,3,1,19,1,188,1,0,660,679,36929,23,20,34,17,721,1,8,0,0,1,1,0,18495,0.68,3580,31,0.96,2,0.41,3,4135.333333,,,,,,,,,0,,1,133714,4000,41695,1,2014,168.15,0,0,0,0,0,0,0,0,1,0,0,0,1
60,2,0.19655,0.1725,0.1625,0.15163,0.0724,0.07923,4,4,1,0,1,95,0,0,700,719,36462,16,13,29,12,775,2,10,0,0,0,0,0,21280,0.32,37661,28,1,3,0.22,5,6904.75,,,,,,,,,0,,0,135451,18000,41704,1,2014,449.77,0,0,0,0,0,0,0,0,1,0,0,0,115
36,2,0.22362,0.1899,0.1799,0.1757,0.061,0.1147,4,6,1,10,1,63,1,0,660,679,36718,19,16,33,5,201,0,8,0,0,0,0,0,6263,0.43,6496,33,0.81,0,0.37,5,6333.333333,2,53,53,0,0,6000,1061.46,-63,0,,31,52292,15000,40773,3,2011,549.76,16492.8,11861.83,4630.97,-243.87,0,0,0,0,1,0,0,0,91
36,2,0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,3,1,17,1,11,1,0,700,719,32234,10,9,26,5,214,0,4,0,0,11,0,0,9769,0.8,2279,26,0.88,2,0.19,5,6416.666667,,,,,,,,,0,,6,100661,10000,41521,3,2013,385.64,2313.8353,1243.1,1070.7353,-41.48,0,0,0,0,1,0,0,0,1
36,2,0.35797,0.3177,0.3077,0.2799,0.1625,0.1174,1,5,1,35,1,19,0,0,680,699,39041,11,7,17,6,380,0,2,0,0,0,0,0,10628,0.85,1772,17,1,1,0.38,3,2666.666667,,,,,,,,,0,,16,78054,3000,41239,4,2012,130.28,2324.2,1397.27,926.93,-29.17,0,0,0,0,1,0,0,0,31
36,3,0.07045,0.05,0.04,,,,,,4,15,2,5,0,0,540,559,35851,2,2,10,1,0,6,16,4,10755,4,1,0,0,0,0,8,0.55,1,1.42,1,133.333333,,,,,,,,,1680,21,72,27955,2000,39510,1,2008,59.94,929.04,820.94,108.1,-21.62,0,1179.06,1179.06,0,1,0,0,0,17
36,2,0.15324,0.1249,0.1149,0.1102,0.0374,0.0728,6,7,1,12,1,22,1,0,740,759,39219,9,9,12,1,85,0,2,0,0,0,0,0,250,0.05,4750,10,1,0,0.26,3,3583.333333,1,9,9,0,0,2000,530.56,17,0,,9,92094,2500,41435,2,2013,83.62,668.1045,476.65,191.4545,-15.38,0,0,0,0,1,0,0,0,1
36,0,0.12198,0.115,0.105,,,,,,1,27,2,30,1,0,760,779,36060,19,18,43,8,178,0,3,0,0,2,0,0,4622,0.38,5827,38,0.92,0,0.64,1,1871.333333,,,,,,,,,0,,69,33471,5000,39629,2,2008,164.88,5935.97,4999.99,935.98,-81.39,0,0,0,0,1,0,0,0,118
36,0,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,3,3,9,1,25,1,0,680,699,35247,3,3,35,1,25,2,6,5,11858,61,0,0,64,0.12,436,22,0.69,0,,5,6250,,,,,,,,,0,,25,61312,2000,40968,1,2012,86.85,2214.64,2000,214.64,-6.77,0,0,0,0,1,0,0,0,25
36,2,0.25279,0.215,0.205,0.18828,0.1025,0.08578,3,4,7,21,1,88,0,0,660,679,36249,24,19,31,16,677,1,2,0,0,0,0,0,17416,0.81,3546,30,1,0,0.34,4,4458.916667,,,,,,,,,0,,4,119503,10000,41607,4,2013,379.32,1137.96,612.76,525.2,-24.43,0,0,0,0,1,0,0,0,27
36,2,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,4,7,30,1,23,1,0,660,679,36587,13,11,17,9,513,1,6,0,0,0,0,0,21222,0.86,3189,17,1,0,0.37,4,5000,,,,,,,,,0,,30,53112,2500,40788,3,2011,108.87,3266.1,1902.17,1363.93,-42.63,0,0,0,0,1,0,0,0,30
36,2,0.10038,0.0869,0.0769,0.07506,0.0199,0.05516,7,9,1,3,1,108,1,0,720,739,35613,10,10,29,5,646,0,2,0,0,0,0,0,26288,0.79,6612,18,1,0,0.19,2,9166.666667,,,,,,,,,0,,5,106813,20000,41564,4,2013,633.11,2532.44,1968.94,563.5,-64.84,0,0,0,0,1,0,0,0,370
36,0,0.24684,0.2088,0.1988,0.094,0.1,0.094,3,8,1,0,7,115,0,0,640,659,36102,1,1,4,1,25,0,0,0,0,0,0,0,316,1.26,0,3,1,0,0.06,1,1000,,,,,,,,,0,,44,43374,1000,40372,3,2010,36.3,1355.28,1000,355.28,-16.97,0,0,0,0,1,0,0,0,43
36,0,0.09676,0.08,0.08,,,,,,1,31,2,117,0,0,780,799,34115,7,7,33,10,77,0,1,4,9201,29,0,0,0,0,7500,29,0.72,0,0.25,3,3293.333333,,,,,,,,,0,,72,28602,1031,39525,1,2008,32.31,1163.33,1031,132.33,0,0,0,0,0,1,0,0,0,32
36,2,0.24758,0.2099,0.1999,0.1852,0.0849,0.1003,4,5,1,37,1,112,1,0,640,659,36800,15,12,25,8,442,2,11,1,0,0,0,0,15099,0.47,9552,25,0.96,2,0.37,4,5166.666667,2,44,44,0,0,12000,2314.86,-48,0,,8,95473,3700,41465,3,2013,139.38,1697.8722,1282.55,415.3222,-19.88,0,0,0,0,1,0,0,0,1
36,2,0.20217,0.1655,0.1555,0.14559,0.0674,0.07819,4,11,14,5,1,39,0,1,680,699,33178,13,13,28,14,590,0,4,1,1824,0,0,0,15284,0.64,7792,23,0.81,0,0.58,3,3011.666667,1,36,35,1,0,2400,0,,0,,2,127665,10000,41662,1,2014,354.29,349.7558,213.73,136.0258,-8.49,0,0,0,0,1,0,0,0,1
36,1,0.23625,0.2269,0.2169,,,,,,0,15,2,129,1,0,600,619,32744,7,7,20,5,254,2,2,1,0,1,1,0,7088,1,28,20,0.75,0,0.11,3,3000,,,,,,,,,1272,1,75,23566,2000,39428,4,2007,77.1,1233.6,725.18,508.42,-22.42,0,1274.82,1274.82,1263.78,1,0,0,0,44
36,4,0.17192,0.1359,0.1259,0.1202,0.0424,0.0778,5,7,1,1,1,12,1,0,720,739,37155,19,19,40,8,500,0,3,0,0,0,0,0,11758,0.42,12716,24,1,0,0.19,2,9166.666667,,,,,,,,,10,,11,89031,20000,41394,2,2013,679.58,6900,5105.49,1794.51,-132.05,0,0,0,0,1,0,0,0,316
36,0,0.12528,0.0974,0.0874,0.0849,0.0249,0.06,6,9,2,30,1,13,1,0,820,839,34759,3,3,18,3,125,1,3,0,0,4,0,0,3611,0.17,17600,18,0.94,0,0.18,3,2708.333333,,,,,,,,,0,,17,76618,11650,41205,4,2012,374.49,12898.91,11650,1248.91,-128.23,0,0,0,0,1,0,0,0,134
36,2,0.19898,0.162,0.152,0.14256,0.0649,0.07766,4,8,13,17,1,106,0,0,700,719,33186,12,11,66,7,413,2,7,0,0,0,0,0,19216,0.34,35884,32,1,1,0.41,4,5000,1,16,16,0,0,13000,10805.55,,0,,1,131451,3000,41684,1,2014,105.77,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.28544,0.2469,0.2369,0.2165,0.1175,0.099,3,6,2,1,1,10,0,0,640,659,38697,8,8,13,9,649,1,8,0,0,0,0,0,24466,0.84,4634,12,1,0,0.21,5,6666.666667,,,,,,,,,0,,5,105263,10000,41556,4,2013,395.96,1583.84,775.74,808.1,-32.73,0,0,0,0,1,0,0,0,31
36,2,0.22362,0.1899,0.1799,0.1757,0.061,0.1147,4,7,1,60,2,90,0,0,720,739,38029,5,5,9,3,146,1,4,0,0,0,0,0,4295,0.93,203,9,1,0,0.1,4,4500,1,13,13,0,0,4499,3259.14,27,0,,32,51577,3000,40749,3,2011,109.95,3408.45,2471.01,937.44,-49.38,0,0,0,0,1,0,0,0,16
36,3,0.22824,0.2208,0.1958,,,,,,0,11,3,,0,1,500,519,36183,,,11,2,85,10,35,8,,27,3,,,,,,,,0.17,6,5000,,,,,,,,,2225,18,87,5175,2550,39056,4,2006,97.49,1202.61,738.2,464.41,-12.61,-17.52,1811.81,1811.8,58.39,1,0,0,0,49
36,0,0.17119,0.164,0.149,,,,,,0,3,2,4,0,1,600,619,33477,8,4,37,2,732,1,3,0,0,16,0,0,21721,1.01,52,29,0.76,0,0.15,2,11284.75,,,,,,,,,0,,84,8307,9000,39150,1,2007,318.19,11047.33,9000,2047.33,-128.78,0,0,0,0,1,0,0,0,279
36,0,0.25259,0.2148,0.2048,0.2,0.089,0.111,4,6,2,2,1,115,1,0,720,739,35115,4,4,17,2,141,1,7,0,0,6,0,0,3556,0.71,87,15,0.86,2,0.11,4,4166.666667,,,,,,,,,0,,21,67240,8500,41064,2,2012,322.34,9825.42,8500,1325.42,-61.7,0,0,0,0,1,0,0,0,36
36,2,0.2129,0.176,0.166,0.15519,0.0699,0.08529,4,4,7,0,1,85,0,0,660,679,37572,10,10,29,10,277,0,5,0,0,2,1,0,3334,0.63,1592,27,0.77,0,0.21,3,2207.166667,,,,,,,,,0,,5,107743,4000,41570,4,2013,143.81,598.0712,376.48,221.5912,-12.71,0,0,0,0,1,0,0,0,1
36,2,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2,6,7,0,5,77,0,0,680,699,30773,0,0,7,0,0,2,3,0,0,0,2,0,0,0,0,7,1,0,0.05,1,1666.666667,,,,,,,,,0,,20,69147,2000,41096,3,2012,84.44,1604.36,835.35,769.01,-26.01,0,0,0,0,1,0,0,0,27
36,2,0.21025,0.1734,0.1634,0.1536,0.0624,0.0912,4,4,1,31,1,79,0,0,720,739,33025,10,6,33,5,231,1,4,0,0,0,0,0,6017,0.45,5919,28,1,3,0.28,3,2791.666667,1,7,7,0,0,6249.87,0,51,0,,17,76524,6000,41207,4,2012,214.93,3443.95,2294.79,1149.16,-66.27,0,0,0,0,1,0,0,0,97
36,3,0.13173,0.12,0.11,,,,,,0,0,2,3,0,0,680,699,34638,7,6,20,6,359,0,1,4,1364,0,1,0,8246,0.46,9005,19,0.57,2,0.23,3,3750,,,,,,,,,1591,34,82,15565,1500,39233,2,2007,49.82,1394.96,1118.06,276.9,-23.07,0,381.94,381.94,0,1,0,0,0,37
60,2,0.15844,0.1355,0.1255,0.11932,0.0474,0.07192,5,7,1,2,1,90,1,0,740,759,36591,6,6,20,5,129,3,3,0,0,0,0,0,5724,0.27,14776,20,1,1,0.18,3,3666.666667,,,,,,,,,0,,2,127862,10000,41661,1,2014,230.36,226.6477,115.28,111.3677,-8.49,0,0,0,0,1,0,0,0,1
36,0,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2,6,3,0,5,77,0,0,660,679,34639,9,8,34,7,869,1,5,2,0,0,0,0,30372,0.75,10108,30,0.9,0,0.29,4,5833.333333,,,,,,,,,0,,21,68190,4000,41081,2,2012,168.89,5377.25,4000,1377.25,-46.56,0,0,0,0,1,0,0,0,1
